VMMS EWO KPI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;EWO WO Object Id;EWO WO Object Description;EWO WO Machine Class PM;EWO WO Machine Class AM;EWO WO AM Step;EWO WO OP System;EWO WO PM Step;EWO WO RP Capacity;EWO WO RP Competence;EWO WO RP Cond Wear;EWO WO RP Method;EWO WO RP Quality;EWO WO RP Spare Part;EWO WO RP EEM Sum;EWO WO Repl Policy;EWO WO RP Phase;EWO WO RP Status;EWO WO Object Manufacturer No;EWO WO Object Manufacturer Name;EWO WO Object Cost Center;EWO WO Object Belongs to Obejct Id;040-PRODAREA;050-PRODLINE;070-STATION;EWO WO No;EWO WO Directive;EWO WO Maint Org;EWO WO Break Down Date;EWO WO OP Arrives;EWO WO Reg Date;EWO WO Reg Date YYYYMM;EWO WO Reported By;EWO WO Actual Start Date;EWO WO Actual Finish Date (Error proofing finished);EWO WO Production Restart;EWO WO Executed by;EWO WO Work Done;EWO WO Work Details;EWO WO Status;EWO WO Executed by Maint Org;EWO WO SAF ENV PD QC IT;EWO WO External Number;EWO WO Comments;Root Cause;Root Cause Description;Root Cause Group;CD Root Cause Group;Root Cause Found;Root Cause WO No;Root Cause WO Object Id;Root Cause WO Object Name;Root Cause WO Object Manufacturer No;Root Cause WO Object Manufacturer Name;Root Cause WO 090-UNIT Object Id;Root Cause WO 090-UNIT Object Name;Root Cause WO Maint Org;Root Cause WO Executed by;Root Cause WO Executed by Maint Org;Root Cause WO Directive;Root Cause WO Reg Date;Root Cause WO Actual Start Date  (Spare part available at machine);Root Cause WO Actual Finish Date (Maint Done with Repair);Route Cause WO Work Done;Route Cause WO Work Details;Route Cause WO Status;Root Cause WO Real Finish Date YYYYMM;Route Cause WO SAF ENV PD QC IT;Route Cause WO External Number;Route Cause WO Comments;Kaizen Type;Kaizen WO NO;Kaizen WO Object Id;Kaizen WO Object Name;Kaizen WO Directive;Kaizen WO Maint Org;Kaizen WO Executed by;Kaizen WO Executed by Maint Org;Kaizen WO Reg Date;Kaizen WO Actual Start Date;Kaizen WO Actual Finish Date;Kaizen WO Real Finish Date YYYYMM;Kaizen WO Work Done;Kaizen WO Work Details;Kaizen WO Status;Kaizen WO SAF ENV PD QC IT;Kaizen WO External Number;Kaizen WO Comments;EWO WO Total Actual Cost;EWO WO Other Total Actual Cost;Root Cause WO Total Actual Cost;Root Cause WO Other Total Actual Cost;Kaizen WO Total Actual Cost;Kaizen WO Other Total Actual Cost;EWO WO Inventory Sparepart;Root Cause WO Inventory Sparepart;KAIZEN WO Inventory Sparepart;EWO WO Purchase Sparepart;Root Cause WO Purchase Sparepart;KAIZEN WO PurchaseSparepart;DTM (Hours between EWO WO Reg Date and Root Cause Real Finish);WTM  (Hours between EWO WO Reg Date and Real Start);TTR (Hours between EWO WO Real Start and Route Cause WO Real Finish);TST (Hours between EWO WO Real Start and Real Finish);WTSP (Hours between EWO WO Real Finish and Route Cause WO Real Start);RT (Hours between Root Cause WO Real Start and Real Finish);DT (Hours between EWO WO Break Down and Restart);DTOP (Hours between EWO WO Break Down and EWO WO Reg Date +  Root Cause WO Real Finish and EWO WO Restart);WTOP  (Hours between EWO WO Break Down and OP Arrives);RTOP  (Hours between EWO OP Arrives and Reg Date);TSU (Hours between Root Cause WO Real Finish and Restart)
KOP;8527199;EMAG AXELSVARV VTC 250 DUO LM08;AA;;;Siemens 840D PL;1;2;;1;1;1;;5;;;;33;Emag;7731;LM08;MA-MJUK;LM08;;40802485;Laddlucka utbana har lossnat från sitt läge;MEK-A;2023-01-30  02,50,00;2023-01-30  02,52,00;2023-01-30  02,56,54;202301;A049791;2023-01-30  03,13,47;2023-01-30  04,00,00;2023-01-30  05,20,10;A257562;;"Luckan ska vara upphängd i 6 skruvar, när jag kom ut hade den sista skruven precis släppt. Thomas 30/1 05,30

Förfrågan om ny skena skickad till Emag /Heidi
Skenan beställd /Heidi";WORKDONE;MEK-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40802521;8527199-C1176;Utladdning dörr höger sida;;;8527199-U26;LUCKOR / SKYDD;MEK-A;A257562;MEK-A;Montera tillbaka luckan.;2023-01-30  05,30,41;2023-01-30  04,00,10;2023-01-30  05,20,00;;Det ska sitta en list med gängade hål bakom luckan så man kan dra åt den med 6st skruvar men den är borta, istället hade man borrat och gängat i en krysskil som man monterat i främre hålet (kan även ha suttit en i bakre hålet om den lossnat), tillverkade en till kil och monterade dörren med en skruv i varje ände. Thomas 30/1;WORKDONE;202301;;;;STD-KAIZEN;40802528;8527199-C1176;Utladdning dörr höger sida;Byte skena laddlucka;UH-TEK-A;A275085;UH-TEK-A;2023-01-30  05,51,59;2023-02-06  10,02,33;2023-03-09  15,38,12;202303;;"Förfrågan om ny skena skickad till Emag /Heidi
Skenan beställd.

Finns även en senare EWO på detta 40809856.";WORKDONE;;B1;;1407;;0;;0;;;;;;;;2,39;0,28;2,1;0,77;0;1,33;2,5;0,12;0,03;0,08;0
KOP;8527199;EMAG AXELSVARV VTC 250 DUO LM08;AA;;;Siemens 840D PL;1;2;;1;1;1;;5;;;;33;Emag;7731;LM08;MA-MJUK;LM08;;40802643;larm om laddlucka till utbana;EL-A;2023-01-30  08,40,00;2023-01-30  08,40,00;2023-01-30  08,40,05;202301;A049791;2023-01-30  08,52,52;2023-01-30  09,10,00;2023-01-30  10,05,00;A403944;Felsökning;;WORKDONE;EL;;a1;;260;External Influence (Overload);External influence;External influence;YES;40802847;8527199-C0751;Gränslägesbrytare  (Limit switch), vänster, Skjutbar dörr höger, Modell, M12x1, Tillv, Balluff, Tillv.nr, BES 516-325-S4-C;;;8527199-U26;LUCKOR / SKYDD;EL-A;A403944;EL;Justerat givare E42.7;2023-01-30  12,25,23;2023-01-30  09,10,00;2023-01-30  10,00,00;Justerat givare E42.7;"Eftersom vi hade ett tidigare jobb på laddluckan så kontrollerade jag så vi hade alla givarsignaler.
Saknade laddlucka 2 stängd (E42.7).
Justerat och provkört // Daniel 30/1-23";WORKDONE;202301;;;;STD-KAIZEN;40802860;8527199-C0751;Gränslägesbrytare  (Limit switch), vänster, Skjutbar dörr höger, Modell, M12x1, Tillv, Balluff, Tillv.nr, BES 516-325-S4-C;Fel efter rep av laddlucka.;UH-TEK-A;A275085;UH-TEK-A;2023-01-30  12,35,59;2023-02-06  09,52,08;2023-02-06  09,52,08;202302;;;WORKDONE;;;;1407;;0;;0;;;;;;;;1,33;0,21;1,12;0,29;0;0,83;1,42;0,08;0;0;0,08
KOP;8527451;JUNKER SLIPMASKIN FÖR AXLAR LM41;AA;;;Siemens 840D PL;3;;1;1;;;1;3;;;;67;Junker;7772;LM41;MA/PT-HÅRT;LM41;;40804474;glappkontakt i mätplattan och trasig underdel;EL-A;2023-02-01  08,30,00;2023-02-01  08,35,00;2023-02-01  08,38,28;202302;A394812;2023-02-01  08,50,11;2023-02-01  08,55,00;2023-02-01  09,10,00;A403944;felsökning;;WORKDONE;EL;;a1;;160;External Influence (Wear out);External influence;External influence;YES;40804508;8530609-S0004;System Q, 9853960-01  Artnr,3593692/21642800 ( ej ombyggd );;;8530609-U04;Mätplattor ( finns bild för varje mätplatta för en översikt );EL-A;A403944;EL;Limmat kontaktstycke;2023-02-01  09,43,26;2023-02-01  09,00,00;2023-02-01  09,10,00;Limmat kontaktstycke;Kontaktstycke hade spruckit så det blev glappkontakt. Limmade dit delen som saknades och då blev det bra // Daniel 1/2-23;WORKDONE;202302;;;;STD-KAIZEN;40804514;8530609-S0004;System Q, 9853960-01  Artnr,3593692/21642800 ( ej ombyggd );Se över mätplattor/köpa nya;UH-TEK-A;KK01587;UH-TEK-A;2023-02-01  09,51,00;2023-02-16  14,15,23;2023-02-16  14,15,52;202302;;Ronder upplagt på mätplattor;WORKDONE;;;;938;;0;;0;;;;;;;;0,53;0,2;0,33;0,08;0,08;0,17;0,67;0,14;0,08;0,06;0
KOP;80379;SMT NUMERISKT STYRD SVARV AV14;B;;;;0;1;2;1;1;1;2;8;;;;129;Smt;7761;AV14;PT-MJUK;AV14;;40805229;VATTENSLANG;MEK-A;2023-02-02  05,50,00;2023-02-02  05,50,00;2023-02-02  06,00,34;202302;A312832;2023-02-02  06,13,37;2023-02-02  06,30,00;2023-02-02  08,00,00;KK03047;felsökning;slang till spolhandtag har gått av;WORKDONE;MEK-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40805283;80379-C0055;*NY*slang;;;80379-U11;Skärvätska;MEK-A;KK03047;MEK-A;slangbyte;2023-02-02  07,58,47;2023-02-02  06,30,00;2023-02-02  07,40,00;;"tagit ur 3m ny slang från förråd och monterat denna i maskinen.

//thomsen";WORKDONE;202302;;;;STD-KAIZEN;40805292;80379-C0055;*NY*slang;byta spolslang;UH-TEK-A;A149209;UH-TEK-A;2023-02-02  08,06,54;2023-02-06  11,14,44;2023-02-06  11,14,44;202302;;bytes på tid;WORKDONE;;B1;;1000,86;;0;;0;;;;;;;;1,66;0,22;1,44;0,27;0;1,17;2,17;0,51;0;0,18;0,33
KOP;8546713;Karl Klink driftmaskin, LM11;AA;;;Siemens 840D SL;3;;1;;;;;1;;;;70;Karl-Klink;7731;LM11;MA-MJUK;LM11;;40805242;Bana 1 ej centrerad;MEK-A;2023-02-02  06,36,00;2023-02-02  06,36,00;2023-02-02  06,36,14;202302;A416668;2023-02-02  08,09,10;2023-02-02  08,20,10;2023-02-02  18,05,54;KKC0017;Felsök;Mätit rundslag fick +0.3mm, inställning pågår.;WORKDONE;MEK;;a1;;170;Root Cause Not Found (Wear out);Root cause not found;Interruption in production due to equipment failure or breakdown;;40805872;8546713-U05;Skjutbord detaljfixtur Y1;;;8546713-U05;Skjutbord detaljfixtur Y1;MEK-A;KKC0017;MEK;Justering;2023-02-02  21,39,12;2023-02-02  08,20,10;2023-02-02  18,00,54;;"Justerat rundgången till Y positionen med Y-Axeln till ish 0.01mm provkörning av bit som är på mätrum kl17,12, 2023-02-02
Dem fick godkänt att köra så dem kör klart partiet med 613 nu sedan ska vi göra en mätning emot Y-Axeln igen för att se om den står kvar, kl18,30. 
Mätningen uteblev, sista biten dem körde var klockren från mätrummet.";WORKDONE;202302;;;;STD-KAIZEN;40805876;8546713;Karl Klink driftmaskin, LM11;Gå till botten med problemet. Karl Klink är kontaktade.;UH-TEK-A;A275085;UH-TEK-A;2023-02-02  21,41,24;2023-03-29  13,11,20;2023-03-29  13,11,20;202303;;;WORKDONE;;;;9849;;0;;0;;;;;;;;11,41;1,55;9,86;0,18;0;9,68;11,5;0,08;0;0;0,08
KOP;84632;SPOLTVÄTTMASKIN;AA;;;Siemens Simatic S7-1500;3;2;;2;;1;1;6;;;;;;7761;AV85;PT-MJUK;AV85;;40805313;trasig bana;MEK-A;2023-02-02  08,12,00;2023-02-02  08,15,00;2023-02-02  08,26,39;202302;A190094;2023-02-02  09,07,56;2023-02-02  09,20,00;2023-02-02  11,20,00;KK03047;Felsökning;"
Stag har böjts pga detaljer satt fastkilade, så en länk till kedjan har lossnat.";WORKDONE;MEK-A;;a1;;141;Human Error Operator (Wear out);Human Error Operator;Human error operator;YES;40805564;84632;SPOLTVÄTTMASKIN;;;;;MEK-A;KK03047;MEK-A;riktning stag;2023-02-02  13,58,08;2023-02-02  09,20,00;2023-02-02  11,15,00;;"Brytit dän detaljer som satt fastkilade mellan stag och botten.
Riktat staget och monterat tillbaka länken som lossnat.
När staget böjdes gick segersäkringen sönder så länken lossnade.";WORKDONE;202302;;;;STD-KAIZEN;40805580;84632;SPOLTVÄTTMASKIN;herca?;UH-TEK-A;A149209;UH-TEK-A;2023-02-02  14,13,53;2023-02-27  10,14,59;2023-02-27  10,14,59;202302;HERCA överlämnad 2023 02 06;;REPORTED;PD;H2023-02-27T09_30_55;;2814;;0;;0;;;;;;;;2,81;0,69;2,12;0,2;0;1,92;3,13;0,32;0,05;0,19;0,08
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40805646;Pallet följe med inne;MEK-A;2023-02-02  14,40,00;2023-02-02  14,40,00;2023-02-02  15,00,12;202302;A182871;2023-02-02  15,06,34;2023-02-02  15,20,00;2023-02-02  17,31,00;KK02733;;;WORKDONE;MEK-A;;a1;;160;External Influence (Wear out);External influence;External influence;YES;40805891;88988-C0042;Pos 1, Revolverhus 1, Modell, Arb.pos 03.00, Tillv, Sauter, Tillv.nr, 0.5.680.120-088168;2834;Sauter Components;88988-U07;Revolver 1 höger;MEK-A;KK02733;MEK-A;rikta revolver;2023-02-02  22,01,14;2023-02-02  15,20,00;2023-02-02  17,30,00;;;WORKDONE;202302;;;;STD-KAIZEN;40805897;88988-C0042;Pos 1, Revolverhus 1, Modell, Arb.pos 03.00, Tillv, Sauter, Tillv.nr, 0.5.680.120-088168;Planering finns att bygga om banan.;UH-TEK-A;A275085;UH-TEK-A;2023-02-02  22,05,10;2023-02-08  14,35,04;2023-02-08  14,35,04;202302;;;WORKDONE;;;;1407;;0;;0;;;;;;;;2,5;0,11;2,39;0,22;0;2,17;2,85;0,36;0;0,34;0,02
KOP;80379;SMT NUMERISKT STYRD SVARV AV14;B;;;;0;1;2;1;1;1;2;8;;;;129;Smt;7761;AV14;PT-MJUK;AV14;;40805944;Maskindörren fungerar inte;MEK-A;2023-02-02  23,00,00;2023-02-02  23,30,00;2023-02-02  23,50,30;202302;A406093;2023-02-02  23,58,17;2023-02-03  00,05,00;2023-02-03  00,28,10;A257562;;Dörren hoppat av bakre stödrullen. Thomas 3/2 00,20;WORKDONE;MEK-A;;a1;;110;Failure to Maintain Basic Condition (Wear out);Autonomous Maintenance;Lack of basic conditions;YES;40805951;80379-C0023;Maskindörr;;;80379-U07;Luckor;MEK-A;A257562;MEK-A;Lyfta tillbaka dörren på rullen.;2023-02-03  00,21,39;2023-02-03  00,05,10;2023-02-03  00,28,00;;Lyfte tillbaka dörren på bakre stödrullen. Thomas 3/2 00,22;WORKDONE;202302;;;;STD-KAIZEN;40805954;80379-C0023;Maskindörr;ingen åtgärd;UH-TEK-A;A149209;UH-TEK-A;2023-02-03  00,25,43;2023-02-07  11,30,01;2023-02-07  11,30,01;202302;;Informera op hur man hänger tillbaka dörren när detta problem uppstår.;WORKDONE;;;;469;;0;;0;;;;;;;;0,63;0,13;0,5;0,11;0;0,38;1,47;0,84;0,5;0,34;0
KOP;8515433;BUDERUS INNERSLIPMASKIN AV82;A;;;Siemens 840D PL;0;2;2;2;2;1;2;11;;;;18;Buderus;7772;AV82;MA/PT-HÅRT;AV82;;40806760;Vattenröret åker ut under körning;MEK-A;2023-02-04  10,40,45;2023-02-04  10,40,46;2023-02-04  10,50,02;202302;A367402;2023-02-04  11,09,30;2023-02-04  11,17,36;2023-02-04  11,58,51;KK02147;;felsökning;WORKDONE;MEK;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40806849;8515433-C0004;Chuck, Tillv, Buderus Gleitbackenfutter GBF-250_SWB;;;8515433-U03;C-detaljspindel;MEK-A;KK02147;MEK;Byte av o-ring;2023-02-04  15,44,08;2023-02-04  11,28,12;2023-02-04  11,53,57;;Spolröret som går igenom chucken har en liten o-ring som gör att röret låser sig. Den som satt där tidigare såg för liten ut så vi bytte till modellen större. Efter det satt röret fast.;WORKDONE;202302;;;;STD-KAIZEN;40806851;8515433-C0004;Chuck, Tillv, Buderus Gleitbackenfutter GBF-250_SWB;Bytt till annan O-ring;MEK-A;;;2023-02-04  15,52,09;;;;;;WORKREQUEST;;;;2120,76;;0;;;;Yes;;;;;;1,07;0,32;0,74;0,14;0,18;0,43;1,3;0,23;0;0,15;0,08
KOP;8547390;Liebherr kuggslipmaskin LCS500 KS01;A;-;0;Siemens 840D SL;0;;;;;;;0;;;;78;Liebherr;7772;KS01;MA/PT-HÅRT;KS01;;40806764;Ej refererad axel;EL-A;2023-02-04  10,45,00;2023-02-04  10,47,00;2023-02-04  10,50,31;202302;KK03073;2023-02-04  11,00,00;2023-02-04  11,20,00;2023-02-04  11,30,00;KK48273;Felsökning;;WORKDONE;EL;;a1;;120;Failure to Observe Operating Conditions (Wear out);Autonomous Maintenance;Failure to observe operating conditions;YES;40806773;8547390;Liebherr kuggslipmaskin LCS500 KS01;78;Liebherr;;;EL-A;KK48273;EL;bockade i anvädar tilllåtelsen;2023-02-04  11,23,59;2023-02-04  11,27,26;2023-02-04  11,27,26;;bockade i anvädar tilllåtelsen;WORKDONE;202302;;;;QUICK-KAIZEN;40806775;8547390;Liebherr kuggslipmaskin LCS500 KS01;enpunkts lektion och skriva en instruktion;UH-TEK-A;KK48273;EL;2023-02-04  11,27,47;2023-02-04  11,29,28;2023-02-04  11,35,28;202302;;;WORKDONE;;;;1876;;0;;0;;;;;;;;0,62;0,16;0,46;0,33;0,12;0;0,75;0,13;0,03;0,06;0,04
KOP;8531960;SCHMID SE318 FLEROPERATIONSMAS AV19;A;;;Siemens 840D PL;2;;;;1;;;1;;;;122;Schmid;7781;AV19;E-MOB;AV19;;40806787;Hämtar ej verktyg;EL-A;2023-02-04  11,57,42;2023-02-04  11,57,42;2023-02-04  11,57,42;202302;A402480;2023-02-04  13,00,48;2023-02-04  14,00,48;2023-02-04  14,02,04;KK48273;felsökning;"op ringer en vän då det saknades program i kanal 2 och har blivit otakt med pallettransportören.
han skulle höra av sig om han behövde mer hjälp av oss. EW Tv2";WORKDONE;EL;;a1;;241;Human Error Operator (Overload);Human Error Operator;Human error operator;YES;40806960;8531960;SCHMID SE318 FLEROPERATIONSMAS AV19;122;Schmid;;;EL-A;KK48273;EL;op löste problemet;2023-02-05  09,01,15;2023-02-04  14,00,48;2023-02-04  14,01,04;;op löste problemet,;WORKDONE;202302;;;;STD-KAIZEN;40806963;8531960;SCHMID SE318 FLEROPERATIONSMAS AV19;Herca;UH-TEK-A;A228507;UH-TEK-A;2023-02-05  09,04,45;2023-02-13  09,08,46;2023-02-13  09,08,46;202302;;Herca Nr H2023-02-13T08_15_43;WORKDONE;PD;H2023-02-13T08_15_43;;1876;;0;;0;;;;;;;;2,06;1,05;1;1;0;0;2,07;0,02;0;0;0,02
KOP;8533005;MAZAK INTEGREX 300IV ST AV11;AA;;;;3;;1;;;;;1;;;;89;Mazak;7761;AV11;PT-MJUK;AV11;;40807017;överlast vid dockning;MEK-A;2023-02-05  16,42,00;2023-02-05  16,42,00;2023-02-05  16,42,19;202302;A233264;2023-02-05  22,45,15;2023-02-06  00,05,20;2023-02-06  00,15,20;KK04619;;Båda givarna lyste för lossa/spänna på spänncylinder, justerade givare men tydligen ska båda givarna lysa vid spännd detalj, justerade tillbaka som det var först när båda givara var tända vid spänd detalj och provade att köra och vi fick inge larm.....Axelsson, Filip;WORKDONE;MEK;;a1;;220;Failure to Observe Operating Conditions (Overload);Autonomous Maintenance;Failure to observe operating conditions;YES;40807130;8533005-C1215;Givare/spänna/lossa/vänster spänncylinder;;;8533005-U01;SPINDELDOCKA (C-AXEL) (HEAD 1);MEK-A;KK04619;MEK;Givara till spänncylinder;2023-02-06  01,05,07;2023-02-06  00,05,20;2023-02-06  00,15,20;;Båda givarna lyste för lossa/spänna på spänncylinder, justerade givare men tydligen ska båda givarna lysa vid spännd detalj, justerade tillbaka som det var först när båda givara var tända vid spänd detalj och provade att köra och vi fick inge larm.....Axelsson, Filip;WORKDONE;202302;;;;STD-KAIZEN;40807132;8533005;MAZAK INTEGREX 300IV ST AV11;instruktion till OP för att ändra pos i programmet;UH-TEK-A;KK04619;MEK;2023-02-06  01,08,54;2023-02-16  14,49,21;2023-02-16  14,49,21;202302;;Båda givarna lyste för lossa/spänna på spänncylinder, justerade givare men tydligen ska båda givarna lysa vid spännd detalj, justerade tillbaka som det var först när båda givara var tända vid spänd detalj och provade att köra och vi fick inge larm.....Axelsson, Filip;WORKDONE;;;;1876;;0;;0;;;;;;;;7,55;6,05;1,5;1,33;0;0,17;7,56;0,01;0;0,01;0
KOP;8527199;EMAG AXELSVARV VTC 250 DUO LM08;AA;;;Siemens 840D PL;1;2;;1;1;1;;5;;;;33;Emag;7731;LM08;MA-MJUK;LM08;;40807208;OP-panelen har frusit och en konstig ruta har dykt upp;EL-A;2023-02-06  06,00,00;2023-02-06  06,00,00;2023-02-06  06,10,05;202302;KK72658;2023-02-06  06,15,14;2023-02-06  08,30,00;2023-02-06  10,15,00;A314677;Felsökning;"Panelen svarade inte på någon knapptryckning och det var nån öppen textfil som såg ut att definera texter på olika koordinater på skärmen.
Startade om maskinen och då gick den igång.
Tog en ghost för säkerhets skull samt bytt PCU. Blev mycket snabbare efter bytet. /Nick, Emil 2023-02-06";WORKDONE;EL-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40807347;8527199-C1029;PCU, App.anordn. förb styrn 840D, 720+B-AB , Modell, PCU 50 V2, 566MHZ, 256MB, Tillv, Siemens, Tillv.nr, 6FC5210-0DF21-0AA0;;;8527199-U29;APPARATANORDNING;EL-A;A314677;EL-A;Byta PCU;2023-02-06  09,29,52;2023-02-06  09,15,00;2023-02-06  10,10,00;Bytt PCU;Bytt PCU;WORKDONE;202302;;;;STD-KAIZEN;40807443;8527199-C1029;PCU, App.anordn. förb styrn 840D, 720+B-AB , Modell, PCU 50 V2, 566MHZ, 256MB, Tillv, Siemens, Tillv.nr, 6FC5210-0DF21-0AA0;Byta PCU;EL-A;A314677;EL-A;2023-02-06  11,30,37;2023-02-06  11,30,58;2023-02-06  11,30,58;202302;Bytt PCU.;;WORKDONE;;B1;;5628;;20166;;0;;;Yes;;;;;4;0,09;3,91;2,25;0,75;0,92;4,25;0,25;0;0,17;0,08
KOP;8515433;BUDERUS INNERSLIPMASKIN AV82;A;;;Siemens 840D PL;0;2;2;2;2;1;2;11;;;;18;Buderus;7772;AV82;MA/PT-HÅRT;AV82;;40807248;Motorskydd centrifug;EL-A;2023-02-06  07,39,00;2023-02-06  07,40,00;2023-02-06  07,39,56;202302;A367402;2023-02-06  08,20,32;2023-02-06  08,25,37;2023-02-06  08,30,00;KK01587;;OP hade startat om maskinen efter ett larm där omstart krävs, motorskyddet hade utöst på kylanläggning när maskinen startade om.;WORKDONE;UH-TEK-A;;a1;;220;Failure to Observe Operating Conditions (Overload);Autonomous Maintenance;Failure to observe operating conditions;YES;40807327;8515433;BUDERUS INNERSLIPMASKIN AV82;18;Buderus;;;EL-A;KK01587;UH-TEK-A;Återställ motorskydd;2023-02-06  09,01,22;2023-02-06  08,26,55;2023-02-06  08,29,42;;Återställt motorskydd och kvitterat larm på panel.;WORKDONE;202302;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;0,83;0,68;0,15;0,08;0,02;0,05;0,85;0,02;0,02;0;0
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40807398;Givare problem;EL-A;2023-02-06  10,30,00;2023-02-06  10,32,00;2023-02-06  10,38,29;202302;A182871;2023-02-06  11,02,35;2023-02-06  11,15,35;2023-02-06  11,42,35;A257549;;En skruv till givarfästet hade släppt så fästet satt löst. Hämtade ny skruv och drog fast det.;WORKDONE;EL-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40807454;88989-C0143;Fotocell S44 Detalj på på pallett Tempo 2;;;88989-U04;Stopp & vänd/lyftstation;EL-A;A257549;EL-A;Dra fast fäste;2023-02-06  11,45,20;2023-02-06  11,25,35;2023-02-06  11,40,35;;dra fast givarfästet;WORKDONE;202302;;;;STD-KAIZEN;40807512;88988;WEISSER KUGGHJULSSVARV LM28;kontrollera på FU;UH-TEK-A;A275085;UH-TEK-A;2023-02-06  12,55,46;2023-02-08  14,30,19;2023-02-08  14,30,19;202302;;Kontrollera på FU att skruven sitter och inte är lös.;WORKDONE;;B1;;938;;0;;0;;;;;;;;1,04;0,4;0,63;0,22;0,17;0,25;1,21;0,17;0,03;0,11;0,03
KOP;8544766;EMAG VLC250DS, LM36;A;;;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7772;LM36;MA/PT-HÅRT;LM36;;40807503;trasig chuck;MEK-A;2023-02-06  12,41,00;2023-02-06  12,42,00;2023-02-06  12,43,53;202302;A405873;2023-02-06  13,32,22;2023-02-06  14,10,00;2023-02-07  07,00,00;KKC0017;Felsök;;WORKDONE;MEK;;a1;;141;Human Error Operator (Wear out);Human Error Operator;Human error operator;YES;40807998;8544766-C0961;CHUCK 2X3FLD 350 SO SWIVEL FINGER CHUCK TILLV;;;8544766-U03;C1-axel (motorspindel);MEK-A;KK03047;MEK-A;byte chuck;2023-02-06  22,59,32;2023-02-06  14,10,00;2023-02-07  06,30,00;;"demonterat den gamla chucken. monterat ny. försökt rikt men lyckades inte komma under 0,008mm ikast . roterade chucken 120 grader och riktade med typ samma resultat. tog ner chucken och försökte rikta styrplattan på chucken men tror inte vi fick till det. nu sitter chucken på plats igen. riktning återstår. lämnat över till natten.

//thomsen och granath

Riktade och dragen, Fick till den till 0.002 mm. Fanns ingen OP så vi kunde ej provköra.  / Kararic & Axelsson";WORKDONE;202302;;;;STD-KAIZEN;40808302;8544766-C0961;CHUCK 2X3FLD 350 SO SWIVEL FINGER CHUCK TILLV;herca op;UH-TEK-A;KK01587;UH-TEK-A;2023-02-07  09,33,33;2023-02-09  09,48,55;2023-02-09  09,49,45;202302;;Herca klar;WORKDONE;;H2023-02-07T15_41_33;;11349,8;;0;;0;;;;;;;;17,77;0,81;16,96;0,63;0;16,33;18,32;0,55;0,02;0,03;0,5
KOP;8527451;JUNKER SLIPMASKIN FÖR AXLAR LM41;AA;;;Siemens 840D PL;3;;1;1;;;1;3;;;;67;Junker;7772;LM41;MA/PT-HÅRT;LM41;;40807683;Dörren till Junker vill ej gå upp klickar bara;EL-A;2023-02-06  15,10,00;2023-02-06  15,15,00;2023-02-06  15,16,30;202302;A394812;2023-02-06  15,25,16;2023-02-06  15,35,00;2023-02-06  16,00,00;A328741;Felsökning;;WORKDONE;EL-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40807984;8527450-C0013;*NY*Säkerhetsrelä KS008;;;8527450-U15;Elskåp;EL-A;A403944;EL;Bytt säkerhetsrelä KS008;2023-02-06  22,22,19;2023-02-06  15,40,00;2023-02-06  15,50,00;Bytt säkerhetsrelä KS008;Bytt säkerhetsrelä KS008 // Daniel & Jonte 2023-02-06;WORKDONE;202302;;;;STD-KAIZEN;40807987;8527450-C0013;*NY*Säkerhetsrelä KS008;Byta säkerhetsrelä på tid;UH-TEK-A;KK01587;UH-TEK-A;2023-02-06  22,26,56;2023-02-08  11,50,23;2023-02-08  11,51,41;202302;;Bytas vid haveri;WORKDONE;;B1;;4280,74;;0;;0;;Yes;;;;;;0,56;0,15;0,41;0,16;0,08;0,17;0,83;0,28;0,08;0,03;0,17
